,0
328,스코틀랜드가 왜 임산부가 얘를 낳으면 기영<br>아를 낳는다는 연구가 나왔을까? ㅋㅋㅋ<br>나는 장애가 있었어도 멀쩡하게 나왔네?<br>요즘 애들은 술담배는 기본이라. 하나만 <br>낳아도 기영아를 낳네!<br>이번 정권에서 g7.g20 으로 세계지도자들과 정치를 할때 저출산에 대해 논하지 않았을까?<br>5.60세대들이 노인복지를 하는데 고령화에서 <br>초고령화로 가는 시대는 논하지 않았을까?<br>존나게 웃기네!<br>그러면 이런말은 누구로부터?<br>맘카페들이!<br>차기주권자의 이재명이 양다리로!<br>여자들판과 민노총!  ㅋㅋㅋ<br>여행사들이 판쳤는데 이것은 어떻게 했을까?<br>ㅋㅋㅋ<br>5.60세대들의 대가리는 존나게 웃겨! ㅋㅋㅋ
329,"Number 7 St Andrews made me laugh out loud.  &quot;....most well known for the 3rd oldest university...&quot;  That&#39;s hilarious.  Nope...St Andrews is most famous (and ONLY famous....to one heck of a lot of people) for St Andrews golf course....the birthplace of golf, and the undisputed mecca of golf for every player of the game.  Thousands of tourists go to Scotland every year just to play that course....and then leave.  Sorry, but any mention of St Andrews has to lead with that fact.  Still, nice vid though."
330,"Thank you so much for filming such a beautiful video. I studied in Scotland, now living in California, and have so much love to that land. So many beautiful memories. The most beautiful winter I had in my life was in Scotland. I hope I’ll visit it again sometime in the future."
331,Good job done. Thanks for enlighten my mind.
332,amazing video 😍😁😁
333,Wow❤️❤️❤️❤️❤️❤️❤️❤️
334,the memories of queens and kings and those knights who lived there..
335,BOBBY SHARE
336,Scotland is just natural beauty not exagerated. Castles give me the medieval vibes. Love all scottish and english people from Albania 🇦🇱
337,Hoot Mon !
338,"Please explain how the south coast dates back 185 million years. What evidence do you have? There is a mountain of evidence  ( archealogical, scientific, Grand Canyon et al ) that the earth as we  know it is circa 6000 years old. Buy a King James Bible and study the historic timelines before you peddle rediculous figures in time.<br>Apart from that, the video is good."
339,"<a href=""https://youtu.be/--o2xE-zhgU"">https://youtu.be/--o2xE-zhgU</a>"
340,Chester is beautiful. I love the old areas. Chester cathedral is beautiful and the town has so much history.
341,African slavery did all those now just enjoy our ancestors pain hard labour
342,One Day!💚<br>If Almighty Allah will...
343,Amazing
344,This Stonehenge In Scotland from the Movie &quot;Brave&quot; (2012)
345,Am an American citizen wishing to see England before it&#39;s too late. I want to see what it&#39;s like.
346,My friends is there
347,Bruh n00b
348,"<a href=""https://youtube.com/shorts/UHKF4TiU87k?feature=share"">https://youtube.com/shorts/UHKF4TiU87k?feature=share</a>"
349,so nice sharing
350,"<a href=""https://youtu.be/Jm7T4eExxUA"">https://youtu.be/Jm7T4eExxUA</a>"
351,"<a href=""https://youtube.com/channel/UCbmcls4tYImHPNuB0mPADT"">https://youtube.com/channel/UCbmcls4tYImHPNuB0mPADT</a>"
352,"👆👆👆My business account was disabled for no reason. Appeal never work, I upload my ID cards, my photos, and told them my mobile phones, I got no response from support, not until someone referred me the above name 👆mentioned helped me out <br><br>who help me to reactivate my account"
353,"👆👆👆My business account was disabled for no reason. Appeal never work, I upload my ID cards, my photos, and told them my mobile phones, I got no response from support, not until someone referred me the above name 👆mentioned helped me out <br><br>who help me to reactivate my account"
354,"👆👆👆My business account was disabled for no reason. Appeal never work, I upload my ID cards, my photos, and told them my mobile phones, I got no response from support, not until someone referred me the above name 👆mentioned helped me out <br><br>who help me to reactivate my account"
355,Amazing
356,👍🙂🙂🙂🙂
357,Don&#39;t cry for me Argentina
358,"ohhh i love argentina, best country in the world. <br>greetings from La Matanza!"
359,Beautiful Argentina
360,"Soy Argentina y sólo conozco 5 de esos lugares. Argentina es inmensa, en cada provincia hay muchos paisajes hermosos."
361,the music is amazing
362,"I have been to Argentina, in the city of Campana. Such a beautiful country with great food &amp; friendly people. Saludos desde Filipinas 🇵🇭❤️🇦🇷"
363,Love this country from mars
364,"Where are &quot; Las Salinas grandes&quot;, &quot; La Laguna de Mar Chiquita&quot;, &quot;Los santos del Mocaná&quot;, &quot; El valle de la luna&quot;, &quot; el cañón de Talampaya&quot;, &quot; Las ruinas de San Ignacio&quot;, &quot; cerró de los 7 colores&quot;, Purnamarca and Jujuy and Salta towns?"
365,God save us
366,"Faltó el Noroeste. Provincias de Jujuy, Salta, Tucumán, Catamarca y La Rioja. Y un atractivo como el Tren a las Nubes en la provincia de Salta"
367,breathtaking!
368,"no no no, here : <a href=""https://www.youtube.com/watch?v=-EwOV-22WHk"">https://www.youtube.com/watch?v=-EwOV-22WHk</a>"
369,"Just a suggestion.. Don&#39;t waste time going to Cordoba... It&#39;s just an old rotten city.... Nothing to do or see, and far away from every tourist attraction.<br>Also don&#39;t go to Ibera park in any season other than winter, it gets extremely hot (can get above 40 Celsius!) and there&#39;s not a single tree for shadow. Even in winter it can get really hot often!"
370,"Beautiful landscapes, but Poor, insecure, corrupt country."
371,"Great video but as an Argentinian I must tell  you missed wonderful places such as Salinas Grandes , Quebrada de Humauca , valle de la Luna,  Tafi del Valle , among others placed in the North of the country . <br>Thanks for showing the beauty of my country! ❤️"
372,"Espectacularmente impresionante, claro que faltaron muchísimas más bellezas de Argentina que no se pudieron mostrar. Besos Abrazos Bendiciones desde Lincoln Argentina"
373,Es como ver un país de Europa en Latinoamerica
374,Inshallah one day i will visit this amazing country from Somalia 🇸🇴❤🇦🇷
375,"In another video you say that &quot;Garganta del Diablo&quot; fall in Iguazu is better appreciatted from de Brazilian side, but this is untruth, and 80% of the falls belongs to Argentina and you can watch directly from Argentinean side. Also the church catedral who appears in minute <a href=""https://www.youtube.com/watch?v=KmNNS-EsgT0&amp;t=13m02s"">13:02</a> is located in the city of Lujan and not in Buenos Aires city. I must add that a lot of places were missed here, But thanks anyway"
376,South Park for sureeee
377,like))**
378,Just unbelievable beauty
379,Good video. Would be good to visit.
380,I miss you Colorado
381,Don’t forget casa Bonita
382,"If you want to see Colorado avoid all the places on here but Black canyon, mesa verde, sand dunes."
383,wow
384,😍
385,I’m from okc I’ve been to them all I love it will do it over and over and over again
386,BEAUTIFUL...AMAZING!!! THANKS FOR SHARE!!!
387,"How sad that you didn&#39;t even mention the Colorado national monument. It was one of the coolest nateral washes I have ever seen. It made me truly wonder what the earth looked like a few hundred thousand years ago. Thats ok though really I guess, the less people tramping through there the better. I heard from a local that Vail is a nightmare unless you are a loaded paying customer. Thats where all the entitled people of the world keep their sandbox. Don&#39;t expect to be treated decent if you are an average human being."
388,"A few of those make my top ten, but several of mine are missing, such as Mt. Princeton Hot Springs and the many old mining trail passes (Imogene, Tin Cup, Hancock, Engineer, etc.)."
389,As a place to stop and accept this place as a home !!!
390,Cant wait to visit South Park
391,Wow very nice place
392,Anyone know this song?
393,Colorado road is a killer.
394,I love this State.!!!From South Africa.
395,Colorado was the perfect place  and then the California democrats moved and are in the process of ruing the state.  Polis is from California and bought the  job and is out to destroy the state
396,I am from Poland/Kraków and Kołobrzeg
397,Fell in love with Poland ❤️
398,Wow poland so beautiful country I&#39;m love so much from Nepal 🇳🇵🙏❤️❤️❤️❤️❤️❤️❤️
399,"God bless Poland 🙏🙏🙏🙏🙏 God bless all Polish Brothers/Sisters 🙏🙏🙏🙏🙏🙏<br>Polak,Wegier dwa bratanki forever⬜🟥🙏🟥⬜🟩"
400,POLISH PEOPLE ARE AWESOME PLEASE VISIT.  MORMONS DESERVE THE THIRD ANTICHRIST.  I BELIEVE EVEN THERE PROPHET HUGO SMITH SAW HIM.
401,Nice
402,Poland Most beautiful country and people very friendly womens Poland this most beautiful womens all Word i know what i speack because i visit poland and i schocked this country beautiful people beautiful and Must happy i recommend a visit Now i have beautiful Poland wife❤️ and i happy i no want never girl from other country Sorry my english  I from Italy 🇮🇹
403,WOW.... beautiful .... greetings from Poland... all are welcome
404,Ew poland is so gross america is better
405,"<a href=""https://youtu.be/D2OomKf595cyuu"">https://youtu.be/D2OomKf595cyuu</a>"
406,"<a href=""https://youtu.be/D2OomKf595crhu"">https://youtu.be/D2OomKf595crhu</a>"
407,V good
408,"Our Mesmerizing summer evening in the streets of Poland! 😍🥰<br><a href=""https://www.youtube.com/watch?v=Jodp3elhPNE&amp;t=40s&amp;ab_channel=KrupaliDonda"">https://www.youtube.com/watch?v=Jodp3elhPNE&amp;t=40s&amp;ab_channel=KrupaliDonda</a>"
409,How can to apply in nepal to poland  ??
410,WOW THAT IS RELLY AMZING .GOOD WORK.<br>I MADE ALSO DOCUMENTORY ON POLAND .CHECK IT OUT💕😊
411,Someone invite me in Poland so happy to visit the country
412,thank you for this beautiful video reminding me my home country. ❤️
413,Wind&#39;s howling...
414,"<a href=""https://www.youtube.com/watch?v=fIDJFEIAOvI"">https://www.youtube.com/watch?v=fIDJFEIAOvI</a><br><a href=""https://www.youtube.com/watch?v=_tKGiefqDNc"">https://www.youtube.com/watch?v=_tKGiefqDNc</a>"
415,Europe is filled with beauty 👍🏻.
416,"Beautiful Places and wonderful photography, thanks for sharing excellent video 👌👌👌"
417,I live in the Netherlands. And my top 10 is: <br>1amsterdam<br>2den Haag <br>3utrecht<br>4zwolle<br>5den Boch<br>6groningen <br>7maastricht <br>8delft <br>9giethoorn<br>10middelburg
418,"My ,FAVOURITE&#39;S Country 1st in the World. .<a href=""http://www.youtube.com/results?search_query=%23indonesiabelanda"">#IndonesiaBelanda</a> 🇮🇩🇳🇱🇮🇩🇳🇱💯🥰🥰🥰🥰🥰🥰"
419,Where is Groningen?
420,If u Dont mind im born in neterland I learned englishh
421,"I love Holland, I&#39;ll love to live and work there someday"
422,Amazing place 👍👍👍
